duplicated_lines_density,functions,security_remediation_effort,sqale_rating,duplicated_files,line_coverage,violations,critical_violations,info_violations,uncovered_lines,complexity,minor_violations,duplicated_lines,security_hotspots_reviewed,sqale_index,bugs,ncloc,reliability_remediation_effort,false_positive_issues,reopened_issues,reliability_rating,sqale_debt_ratio,comment_lines_density,security_hotspots,security_review_rating,cognitive_complexity,duplicated_blocks,open_issues,blocker_violations,major_violations,development_cost,security_rating,effort_to_reach_maintainability_rating_a,comment_lines,confirmed_issues,files,wont_fix_issues,classes,statements,lines_to_cover,security_hotspots_reviewed_status,lines,coverage,code_smells,security_hotspots_to_review_status,vulnerabilities,file_complexity,HIGH_reliability_issues,MEDIUM_reliability_issues,LOW_reliability_issues,HIGH_maintainability_issues,MEDIUM_maintainability_issues,LOW_maintainability_issues,HIGH_security_issues,MEDIUM_security_issues,LOW_security_issues,GitHub Repo
5.0,6737,0,1.0,190,0.0,1409,358,26,76537,18900,312,10747,0.0,8647,40,128862,244,0,0,5.0,0.2,31.5,40,5.0,18812,512,1409,2,711,3865860,1.0,0,59326,0,1123,0,2064,79794,76537,0,214996,0.0,1369,40,0,16.8,37,427,7,365,673,331,0,0,410,https://github.com/Project-MONAI/MONAI.git
15.3,1016,0,1.0,27,0.0,669,55,5,10714,2090,327,2178,0.0,5125,1,11206,10,0,0,5.0,1.5,7.8,8,5.0,2174,188,669,1,281,336180,1.0,0,951,0,93,0,136,10927,10714,0,14277,0.0,668,8,0,22.5,1,5,0,55,291,322,0,0,5,https://github.com/pyprob/pyprob.git
5.7,1810,0,1.0,17,0.0,381,50,67,16935,3977,138,2082,0.0,1842,32,26713,141,0,0,5.0,0.2,13.4,3,5.0,3236,159,381,8,118,801390,1.0,0,4126,0,118,0,155,17182,16935,0,36707,0.0,349,3,0,33.7,8,34,0,50,94,205,0,0,10,https://github.com/pyro-ppl/funsor.git
5.8,6265,0,1.0,82,0.0,1634,231,70,56416,13174,1032,7797,0.0,6813,89,88394,343,0,0,5.0,0.3,23.4,8,5.0,10942,444,1634,30,271,2651820,1.0,0,26974,0,627,0,755,57998,56416,0,133298,0.0,1545,8,0,21.0,30,66,0,231,215,1099,0,0,7,https://github.com/pyro-ppl/pyro.git
8.2,3558,0,1.0,97,0.0,579,83,12,33350,6703,205,7752,0.0,3191,45,57267,271,0,0,5.0,0.2,26.8,81,5.0,4562,305,579,11,268,1718010,1.0,0,20965,0,530,0,714,34925,33350,0,94062,0.0,534,81,0,12.6,13,68,3,81,245,208,0,0,39,https://github.com/pytorch/audio.git
0.0,105,0,1.0,0,0.0,15,2,3,1075,218,0,0,0.0,40,0,1944,0,0,0,1.0,0.1,17.8,4,5.0,198,0,15,0,10,58320,1.0,0,422,0,21,0,8,1102,1075,0,2954,0.0,15,4,0,10.9,0,0,0,2,10,3,0,0,0,https://github.com/pytorch/elastic.git
7.8,8102,0,1.0,203,0.0,1929,490,141,84387,22411,482,15222,0.0,15573,96,145253,604,0,0,5.0,0.4,12.6,173,5.0,23731,666,1929,12,804,4357590,1.0,0,20991,0,1007,0,1468,86504,84387,0,193985,0.0,1833,173,0,22.3,15,197,12,498,730,605,0,0,123,https://github.com/pytorch/fairseq.git
9.5,3880,0,1.0,86,0.0,597,146,7,32527,7200,95,6907,0.0,4372,44,44383,222,0,0,3.0,0.3,24.6,31,5.0,5037,504,597,0,349,1331490,1.0,0,14454,0,312,0,308,32991,32527,0,72856,0.0,553,31,0,23.1,1,163,2,147,306,100,0,0,121,https://github.com/pytorch/ignite.git
5.5,888,0,1.0,39,0.0,215,33,23,8828,1871,77,1226,0.0,1356,6,14399,35,0,0,5.0,0.3,23.0,40,5.0,1662,67,215,2,80,431970,1.0,0,4306,0,167,0,132,9129,8828,0,22458,0.0,209,40,0,11.2,2,4,0,33,78,98,0,0,0,https://github.com/pytorch/text.git
3.2,4822,0,1.0,66,0.0,931,207,122,43676,11290,265,3482,0.0,6343,43,72914,324,0,0,5.0,0.3,20.6,157,5.0,9439,218,931,23,314,2187420,1.0,0,18975,0,353,0,986,44706,43676,0,109333,0.0,888,157,0,32.0,26,41,2,210,293,385,0,0,23,https://github.com/pytorch/vision.git
4.9,10420,205,1.0,158,0.0,1179,432,244,78654,19225,80,8619,0.0,7679,119,114872,722,0,0,5.0,0.2,21.1,157,5.0,12241,363,1179,24,399,3446160,5.0,0,30764,0,1129,0,2108,82102,78654,0,176440,0.0,1049,157,11,17.0,16,109,2,432,297,320,8,3,8,https://github.com/PyTorchLightning/pytorch-lightning.git
24.2,935,0,1.0,13,0.0,225,73,19,9315,2347,28,8329,0.0,1755,10,24963,66,0,0,3.0,0.2,18.6,16,5.0,2660,24,225,0,105,748890,1.0,0,5708,0,253,0,212,10028,9315,0,34400,0.0,215,16,0,9.3,0,39,1,73,96,46,0,0,30,https://github.com/QData/TextAttack.git
4.9,3907,0,1.0,82,0.0,845,208,89,41135,9564,144,4923,0.0,6810,142,53768,472,0,0,3.0,0.4,36.9,5,5.0,11133,372,845,26,378,1613040,1.0,0,31399,0,605,0,551,45364,41135,0,100187,0.0,703,5,0,15.8,25,143,4,259,218,226,0,0,5,https://github.com/Qiskit/qiskit-aqua.git
1.6,1909,0,1.0,15,0.0,88,40,2,12755,3054,6,550,0.0,627,12,23594,95,0,0,5.0,0.1,18.9,23,5.0,1596,19,88,1,39,707820,1.0,0,5488,0,168,0,231,13612,12755,0,34447,0.0,76,23,0,18.4,4,7,1,37,32,7,0,0,0,https://github.com/quantumblacklabs/kedro.git
1.5,13582,10,1.0,74,0.0,1527,566,61,90785,23683,259,3823,0.0,8707,217,156013,1103,0,0,5.0,0.2,26.8,267,5.0,13991,235,1527,6,635,4680390,4.0,0,57115,0,1184,0,1512,94876,90785,0,253114,0.0,1308,267,2,20.0,34,427,0,551,444,313,2,0,232,https://github.com/quantumlib/Cirq.git
13.7,803,210,1.0,34,0.0,297,90,18,12027,2861,71,3993,0.0,2972,8,20390,70,0,0,5.0,0.5,20.2,4,5.0,3828,171,297,9,109,611700,5.0,0,5158,0,141,0,126,12411,12027,0,29198,0.0,282,4,7,20.7,9,11,1,97,97,88,7,0,6,https://github.com/r9y9/nnsvs.git
1.9,647,0,1.0,7,0.0,274,11,25,4956,1171,109,231,0.0,1077,9,8652,65,0,0,5.0,0.4,14.2,2,5.0,709,14,274,5,124,259560,1.0,0,1437,0,109,0,80,5131,4956,0,12434,0.0,265,2,0,10.7,38,30,0,10,121,134,0,0,27,https://github.com/rail-berkeley/softlearning.git
3.5,34962,100,1.0,419,0.0,8294,1720,1469,311834,75128,2145,28190,0.0,45702,382,540705,2598,0,0,5.0,0.3,21.8,971,5.0,67844,1102,8294,57,2903,16221150,5.0,0,151015,0,3553,0,5444,322817,311834,0,809423,0.0,7907,971,5,21.2,92,861,9,1708,2616,3581,5,0,562,https://github.com/ray-project/ray.git
5.4,770,60,1.0,10,0.0,142,47,11,5795,1524,47,776,0.0,699,0,10682,0,0,0,1.0,0.2,11.3,16,5.0,1220,43,142,4,33,320460,5.0,0,1356,0,45,0,104,6110,5795,0,14488,0.0,140,16,2,33.9,0,4,0,49,33,58,2,0,4,https://github.com/regel/loudml.git
1.4,120,0,1.0,1,0.0,183,28,5,2491,478,75,74,0.0,995,6,3867,58,0,0,4.0,0.9,14.8,1,5.0,676,4,183,0,75,116010,1.0,0,672,0,18,0,12,2562,2491,0,5166,0.0,177,1,0,26.6,4,21,0,24,73,80,0,0,16,https://github.com/RexYing/gnn-model-explainer.git
9.4,623,0,1.0,19,0.0,110,13,0,6152,1443,55,1085,0.0,618,5,8496,48,0,0,4.0,0.2,13.7,6,5.0,1329,43,110,1,41,254880,1.0,0,1352,0,122,0,71,6407,6152,0,11495,0.0,105,6,0,11.8,4,3,0,12,43,50,0,0,1,https://github.com/ria-com/nomeroff-net.git
2.6,155,0,1.0,2,0.0,108,8,0,1717,379,35,71,0.0,486,1,1904,5,0,0,5.0,0.9,14.6,5,5.0,412,2,108,1,64,57120,1.0,0,325,0,24,0,26,1719,1717,0,2716,0.0,107,5,0,15.8,1,6,0,8,68,31,0,0,6,https://github.com/richzhang/colorization-pytorch.git
11.3,2573,0,1.0,146,0.0,270,42,0,24609,4324,23,8263,0.0,2223,17,42988,85,0,0,4.0,0.2,33.2,11,5.0,2736,464,270,0,205,1289640,1.0,0,21394,0,561,0,403,26901,24609,0,73254,0.0,253,11,0,7.7,40,61,0,39,191,23,0,0,47,https://github.com/rlworkgroup/garage.git
7.7,7639,0,1.0,153,0.0,3144,732,400,57128,16503,800,12853,0.0,15478,66,64086,609,0,0,5.0,0.8,55.0,11,5.0,15062,343,3144,20,1192,1922580,1.0,0,78419,0,854,0,1159,65505,57128,0,167024,0.0,3078,11,0,19.4,17,102,16,737,1157,1184,0,0,68,https://github.com/robotlearn/pyrobolearn.git
1.9,904,0,1.0,11,0.0,303,90,6,10148,2434,131,452,0.0,1910,4,16462,35,0,0,5.0,0.4,20.1,34,5.0,2816,20,303,3,73,493860,1.0,0,4141,0,130,0,122,10671,10148,0,24413,0.0,299,34,0,18.7,8,6,0,93,77,129,0,0,3,https://github.com/RTIInternational/gobbli.git
5.3,6338,10,1.0,211,0.0,920,293,106,73379,16187,235,8223,0.0,6613,118,102406,607,0,0,5.0,0.2,20.9,56,5.0,15752,461,920,3,283,3072180,4.0,0,27047,0,1225,0,1039,74916,73379,0,155654,0.0,800,56,2,13.2,9,136,3,288,174,338,2,0,11,https://github.com/rusty1s/pytorch_geometric.git
4.6,4189,0,1.0,66,0.0,942,278,10,35825,9973,211,3946,0.0,9748,27,62960,156,0,0,5.0,0.5,15.2,27,5.0,9487,237,942,3,440,1888800,1.0,0,11312,0,258,0,711,37304,35825,0,85158,0.0,915,27,0,38.7,5,52,1,280,415,220,0,0,28,https://github.com/rwightman/pytorch-image-models.git
5.8,7575,120,1.0,63,0.0,2677,575,85,89279,24192,672,11609,0.0,26761,108,138002,884,0,0,5.0,0.6,25.0,44,5.0,28178,640,2677,10,1335,4140060,4.0,0,46015,0,305,0,775,95123,89279,0,199816,0.0,2557,44,12,79.8,102,237,4,570,1234,752,12,0,139,https://github.com/rwth-i6/returnn.git
6.6,901,0,1.0,31,0.0,732,57,31,9419,1908,549,2057,0.0,2156,20,17338,153,0,0,3.0,0.4,35.6,1,5.0,1612,108,732,0,95,520140,1.0,0,9588,0,144,0,98,9892,9419,0,31219,0.0,712,1,0,13.3,5,66,0,60,73,581,0,0,50,https://github.com/scikit-learn-contrib/imbalanced-learn.git
0.0,146,0,1.0,0,0.0,45,2,0,1652,314,22,0,0.0,251,1,2589,10,0,0,5.0,0.3,16.3,28,5.0,267,0,45,1,20,77670,1.0,0,506,0,40,0,50,1696,1652,0,3599,0.0,44,28,0,7.9,1,10,0,2,20,22,0,0,10,https://github.com/SeanNaren/deepspeech.pytorch.git
9.3,1413,0,1.0,84,0.0,943,74,68,16712,3543,366,4058,0.0,4332,17,24092,86,0,0,5.0,0.6,38.4,5,5.0,3469,227,943,2,433,722760,1.0,0,15029,0,281,0,241,17686,16712,0,43654,0.0,926,5,0,12.6,62,289,0,92,400,434,0,0,270,https://github.com/SeldonIO/alibi-detect.git
1.2,202,0,1.0,4,0.0,49,20,0,3548,534,8,114,0.0,288,0,6406,0,0,0,1.0,0.1,22.2,7,5.0,538,8,49,0,21,192180,1.0,0,1826,0,69,0,34,3667,3548,0,9670,0.0,49,7,0,7.7,1,0,0,21,20,8,0,0,0,https://github.com/serengil/deepface.git
4.2,274,0,1.0,5,0.0,100,56,0,2665,519,8,164,0.0,598,0,3019,0,0,0,1.0,0.7,4.9,1,5.0,385,6,100,8,28,90570,1.0,0,156,0,33,0,60,2676,2665,0,3887,0.0,100,1,0,15.7,0,6,0,64,28,8,0,0,6,https://github.com/ShangtongZhang/DeepRL.git
2.4,399,0,1.0,8,0.0,162,97,0,5797,1397,26,496,0.0,1367,2,16595,12,0,0,5.0,0.3,12.1,7,5.0,1747,12,162,1,38,497850,1.0,0,2294,0,111,0,64,6076,5797,0,20328,0.0,160,7,0,12.6,3,4,0,99,42,19,0,0,3,https://github.com/shibing624/pycorrector.git
4.9,215,0,1.0,4,0.0,136,6,0,2312,421,119,215,0.0,364,4,2750,17,0,0,3.0,0.4,22.9,2,5.0,311,6,136,0,11,82500,1.0,0,815,0,49,0,52,2349,2312,0,4368,0.0,132,2,0,8.6,0,8,2,6,9,117,0,0,6,https://github.com/silvandeleemput/memcnn.git
37.9,1326,0,1.0,110,0.0,605,230,13,18532,3933,126,11957,0.0,4099,25,21772,130,0,0,5.0,0.6,14.3,15,5.0,4734,686,605,3,233,653160,1.0,0,3619,0,166,0,227,18806,18532,0,31521,0.0,580,15,0,23.7,4,89,0,229,212,139,0,0,25,https://github.com/snap-stanford/ogb.git
2.1,649,0,1.0,8,0.0,175,6,2,5404,1136,125,286,0.0,550,0,7625,0,0,0,1.0,0.2,35.6,4,5.0,761,18,175,1,41,228750,1.0,0,4222,0,146,0,152,5678,5404,0,13838,0.0,175,4,0,7.8,5,14,0,12,36,127,0,0,14,https://github.com/snorkel-team/snorkel.git
1.6,976,0,1.0,12,0.0,769,62,11,11656,2198,170,403,0.0,4555,33,16813,213,0,0,5.0,0.9,16.4,13,5.0,2224,28,769,10,516,504390,1.0,0,3300,0,213,0,125,11991,11656,0,25514,0.0,736,13,0,10.3,26,142,1,73,493,170,0,0,120,https://github.com/SPFlow/SPFlow.git
43.5,399,0,1.0,23,0.0,671,163,0,9071,2022,217,6263,0.0,5986,6,10818,51,0,0,5.0,1.8,19.9,20,5.0,4449,338,671,4,287,324540,1.0,0,2685,0,36,0,76,9082,9071,0,14399,0.0,665,20,0,56.2,4,10,0,165,283,217,0,0,7,https://github.com/SpursLipu/YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone.git
8.4,1340,0,1.0,35,0.0,291,47,27,11869,2812,81,2562,0.0,1468,3,20934,20,0,0,5.0,0.2,18.4,24,5.0,2350,102,291,1,135,628020,1.0,0,4729,0,230,0,195,12148,11869,0,30668,0.0,288,24,0,12.2,27,39,0,47,133,106,0,0,37,https://github.com/sql-machine-learning/elasticdl.git
0.7,3048,30,1.0,18,0.0,1067,357,175,38682,10190,293,528,0.0,8287,45,52394,325,0,0,5.0,0.5,22.4,96,5.0,12957,26,1067,17,225,1571820,5.0,0,15097,0,481,0,261,40438,38682,0,77953,0.0,1021,96,1,21.2,16,36,3,367,203,451,1,0,5,https://github.com/stanfordnlp/stanza.git
3.7,1669,0,1.0,23,0.0,969,90,21,17337,3554,555,1808,0.0,4454,23,27974,135,0,0,5.0,0.5,30.5,36,5.0,2977,83,969,3,300,839220,1.0,0,12288,0,156,0,201,17963,17337,0,48597,0.0,946,36,0,22.8,10,76,0,102,282,562,0,0,55,https://github.com/stellargraph/stellargraph.git
0.3,295,0,1.0,1,0.0,94,40,0,2273,528,19,22,0.0,584,0,2705,0,0,0,1.0,0.7,52.1,4,5.0,364,2,94,1,34,81150,1.0,0,2945,0,70,0,46,2513,2273,0,6593,0.0,94,4,0,7.5,0,11,0,41,37,16,0,0,11,https://github.com/stephenhky/PyShortTextCategorization.git
1.6,5652,60,1.0,32,0.0,1216,432,62,41206,9287,319,1964,0.0,7675,84,69851,675,0,0,5.0,0.4,30.8,127,5.0,5745,79,1216,8,395,2095530,5.0,0,31162,0,707,0,723,44476,41206,0,123082,0.0,1130,127,2,13.1,10,153,0,429,322,379,2,0,78,https://github.com/streamlit/streamlit.git
1.7,844,30,1.0,7,0.0,340,137,16,8541,2121,79,274,0.0,2059,6,12194,65,0,0,5.0,0.6,5.7,30,5.0,2233,10,340,2,106,365820,2.0,0,741,0,121,0,103,8608,8541,0,16099,0.0,333,30,1,17.5,4,10,1,136,104,93,0,0,9,https://github.com/studioml/studio.git
3.9,326,0,1.0,6,0.0,76,17,2,3840,650,13,310,0.0,525,2,4623,10,0,0,3.0,0.4,30.8,2,5.0,576,17,76,0,44,138690,1.0,0,2058,0,45,0,68,4054,3840,0,7990,0.0,74,2,0,14.4,0,24,0,17,42,15,0,0,22,https://github.com/Sujit-O/pykg2vec.git
6.0,791,0,1.0,8,0.0,197,47,27,6381,1631,54,873,0.0,844,8,9537,50,0,0,4.0,0.3,25.4,16,5.0,1403,25,197,0,69,286110,1.0,0,3250,0,108,0,148,6786,6381,0,14477,0.0,189,16,0,15.1,2,22,0,45,63,81,0,0,16,https://github.com/SurrealAI/surreal.git
3.0,586,0,1.0,7,0.0,235,74,14,6212,1496,25,461,0.0,1757,9,9406,65,0,0,5.0,0.6,28.1,9,5.0,1482,24,235,3,119,282180,1.0,0,3672,0,54,0,6,6496,6212,0,15128,0.0,226,9,0,27.7,8,9,1,76,112,38,0,0,5,https://github.com/taehoonlee/tensornets.git
5.4,1870,0,1.0,37,0.0,525,29,33,16138,3328,36,2557,0.0,2616,33,28385,167,0,0,3.0,0.3,29.8,2,5.0,2180,139,525,0,427,851550,1.0,0,12033,0,265,0,140,16857,16138,0,47751,0.0,492,2,0,12.6,102,254,0,37,370,69,0,0,221,https://github.com/tensorflow/addons.git
8.6,841,0,1.0,13,0.0,93,30,10,6486,1493,0,1334,0.0,615,1,9288,5,0,0,3.0,0.2,30.3,6,5.0,1033,37,93,0,53,278640,1.0,0,4031,0,74,0,120,6900,6486,0,15532,0.0,92,6,0,20.2,37,3,0,30,52,10,0,0,2,https://github.com/tensorflow/compression.git
1.6,1438,0,1.0,13,0.0,210,81,56,12062,2985,7,862,0.0,1287,2,41798,10,0,0,4.0,0.1,15.0,4,5.0,2481,35,210,0,66,1253940,1.0,0,7397,0,120,0,204,12800,12062,0,53462,0.0,208,4,0,24.9,2,42,0,83,62,63,0,0,41,https://github.com/tensorflow/data-validation.git
5.3,8404,0,1.0,108,0.0,752,197,188,56656,12839,20,9491,0.0,4183,31,123629,170,0,0,5.0,0.1,22.1,39,5.0,7539,488,752,3,344,3708870,1.0,0,35038,0,612,0,1088,59147,56656,0,180167,0.0,721,39,0,21.0,233,47,3,195,224,205,0,0,24,https://github.com/tensorflow/federated.git
3.7,2041,0,1.0,45,0.0,936,57,13,19800,3464,26,2070,0.0,4810,5,33679,19,0,0,3.0,0.5,30.3,15,5.0,2232,88,936,0,840,1010370,1.0,0,14623,0,335,0,204,21690,19800,0,56602,0.0,931,15,0,10.3,69,700,1,62,823,38,0,0,696,https://github.com/tensorflow/graphics.git
4.0,1686,0,1.0,15,0.0,240,86,48,15706,4139,14,1674,0.0,2046,29,25003,172,0,0,3.0,0.3,32.4,9,5.0,4117,71,240,0,92,750090,1.0,0,11999,0,78,0,197,16750,15706,0,42076,0.0,211,9,0,53.1,0,58,3,86,66,59,0,0,32,https://github.com/tensorflow/mesh.git
9.6,2907,0,1.0,74,0.0,549,197,123,26612,6664,8,9048,0.0,4819,11,66455,55,0,0,3.0,0.2,21.7,6,5.0,7328,514,549,0,221,1993650,1.0,0,18388,0,316,0,421,28161,26612,0,94483,0.0,538,6,0,21.1,13,19,0,198,210,130,0,0,8,https://github.com/tensorflow/model-analysis.git
8.5,19115,0,1.0,613,0.0,4258,1004,344,203485,41447,349,50701,0.0,31060,142,374614,906,0,0,5.0,0.3,28.0,221,5.0,35307,2723,4258,17,2544,11238420,1.0,0,145409,0,2565,0,3274,216513,203485,0,597374,0.0,4116,221,0,16.2,616,1024,8,1033,2358,685,0,0,909,https://github.com/tensorflow/models.git
6.1,714,0,1.0,27,0.0,260,80,30,7821,1643,42,1662,0.0,1256,8,15859,40,0,0,3.0,0.3,32.9,10,5.0,1271,85,260,0,108,475770,1.0,0,7763,0,116,0,118,8684,7821,0,27213,0.0,252,10,0,14.2,16,69,2,81,95,70,0,0,63,https://github.com/tensorflow/quantum.git
6.7,1466,0,1.0,29,0.0,206,33,35,11987,2254,0,2524,0.0,693,62,22200,200,0,0,4.0,0.1,32.2,11,5.0,1122,134,206,1,137,666000,1.0,0,10532,0,82,0,278,12829,11987,0,37459,0.0,144,11,0,27.5,22,55,0,26,83,35,0,0,1,https://github.com/tensorflow/ranking.git
7.5,1379,0,1.0,50,0.0,560,168,69,14794,4358,33,2727,0.0,5368,69,22467,436,0,0,5.0,0.8,25.7,9,5.0,5951,173,560,4,286,674010,1.0,0,7790,0,165,0,194,15033,14794,0,36216,0.0,491,9,0,26.4,17,91,5,168,226,97,0,0,31,https://github.com/tensorforce/tensorforce.git
29.5,444,0,1.0,22,0.0,280,128,5,5512,1198,57,3648,0.0,1957,5,8689,36,0,0,3.0,0.8,21.5,7,5.0,1497,139,280,0,90,260670,1.0,0,2382,0,74,0,69,5757,5512,0,12380,0.0,275,7,0,16.2,2,11,0,128,85,62,0,0,6,https://github.com/tensorlayer/RLzoo.git
13.7,2049,0,1.0,87,0.0,1602,288,41,23533,4977,460,7630,0.0,9899,18,29886,134,0,0,5.0,1.1,37.0,61,5.0,5581,344,1602,9,804,896580,1.0,0,17582,0,256,0,316,24316,23533,0,55665,0.0,1584,61,0,19.5,109,146,0,295,781,501,0,0,134,https://github.com/tensorlayer/tensorlayer.git
1.0,2315,0,1.0,15,0.0,620,109,56,20461,5006,172,403,0.0,2949,12,25283,90,0,0,5.0,0.4,28.8,25,5.0,4506,20,620,6,277,758490,1.0,0,10220,0,241,0,464,21565,20461,0,41743,0.0,608,25,0,21.4,89,27,0,118,267,223,0,0,19,https://github.com/tensorpack/tensorpack.git
8.1,1670,0,1.0,31,0.0,1375,54,9,16876,3327,962,3231,0.0,4415,19,25050,104,0,0,4.0,0.6,27.6,8,5.0,3038,133,1375,1,349,751500,1.0,0,9567,0,115,0,207,17474,16876,0,39665,0.0,1356,8,0,28.9,9,86,0,46,339,971,0,0,76,https://github.com/tensorwerk/hangar-py.git
1.1,3738,0,1.0,18,0.0,440,141,0,36030,11972,116,1214,0.0,3810,23,45864,149,0,0,4.0,0.3,52.9,113,5.0,12690,32,440,4,179,1375920,1.0,0,51425,0,1310,0,299,39484,36030,0,112845,0.0,417,113,0,9.1,7,29,0,153,148,116,0,0,8,https://github.com/TheAlgorithms/Python.git
12.0,2712,0,1.0,105,0.0,793,114,13,27480,5701,258,5690,0.0,4546,28,34779,172,0,0,5.0,0.4,11.8,53,5.0,5129,214,793,3,405,1043370,1.0,0,4647,0,396,0,561,27831,27480,0,47385,0.0,765,53,0,14.4,12,87,3,123,376,266,0,0,65,https://github.com/THUDM/cogdl.git
4.2,224,0,1.0,5,0.0,228,43,0,4226,717,76,274,0.0,1257,7,4721,75,0,0,5.0,0.9,13.8,14,5.0,975,10,228,4,105,141630,1.0,0,754,0,30,0,36,4259,4226,0,6549,0.0,221,14,0,23.9,8,4,0,47,100,74,0,0,1,https://github.com/Tianxiaomo/pytorch-YOLOv4.git
3.8,660,0,1.0,10,0.0,211,19,38,7525,1539,80,623,0.0,718,8,11287,33,0,0,3.0,0.2,17.7,3,5.0,1303,21,211,0,74,338610,1.0,0,2424,0,150,0,145,7758,7525,0,16255,0.0,203,3,0,10.3,1,8,0,20,65,118,0,0,0,https://github.com/tianzhi0549/FCOS.git
34.6,162,0,1.0,17,0.0,108,17,2,2371,459,50,1833,100.0,696,2,4127,15,0,0,5.0,0.6,8.9,0,1.0,564,60,108,2,37,123810,1.0,0,403,0,44,0,83,2404,2371,0,5299,0.0,106,0,0,10.4,2,0,0,17,39,50,0,0,0,https://github.com/Tiiiger/QPyTorch.git
0.0,72,0,1.0,0,0.0,24,10,0,1178,214,6,0,100.0,213,0,1464,0,0,0,1.0,0.5,19.8,0,1.0,213,0,24,0,8,43920,1.0,0,362,0,10,0,13,1202,1178,0,2203,0.0,24,0,0,21.4,2,0,0,12,6,6,0,0,0,https://github.com/timesler/facenet-pytorch.git
13.2,13,0,1.0,4,0.0,22,17,0,668,59,1,205,100.0,121,1,695,5,0,0,3.0,0.6,27.4,0,1.0,105,4,22,0,4,20850,1.0,0,262,0,8,0,0,668,668,0,1551,0.0,21,0,0,7.4,2,1,0,19,1,1,0,0,0,https://github.com/tobybreckon/fire-detection-cnn.git
1.0,374,0,1.0,2,0.0,18,5,0,2363,557,8,38,0.0,81,5,2794,40,0,0,5.0,0.1,4.8,9,5.0,287,2,18,5,0,83820,1.0,0,142,0,44,0,80,2386,2363,0,3796,0.0,13,9,0,12.7,5,0,0,5,0,8,0,0,0,https://github.com/tofunlp/lineflow.git
4.4,223,0,1.0,8,0.0,98,49,7,2077,535,5,321,0.0,1078,0,4164,0,0,0,1.0,0.9,36.6,2,5.0,558,14,98,0,37,124920,1.0,0,2405,0,49,0,60,2236,2077,0,7241,0.0,98,2,0,10.9,0,0,0,49,37,12,0,0,0,https://github.com/torchgan/torchgan.git
5.4,152,0,1.0,3,0.0,28,11,0,1321,280,7,134,100.0,119,4,1710,20,0,0,3.0,0.2,16.0,0,1.0,165,6,28,0,10,51300,1.0,0,326,0,37,0,26,1339,1321,0,2491,0.0,24,0,0,7.6,0,10,0,11,6,7,0,0,6,https://github.com/tristandeleu/pytorch-maml-rl.git
12.2,476,0,1.0,22,0.0,82,13,1,4805,1118,9,1315,0.0,431,9,6339,55,0,0,5.0,0.2,29.6,7,5.0,947,80,82,1,58,190170,1.0,0,2667,0,95,0,98,4886,4805,0,10784,0.0,73,7,0,11.8,3,42,0,15,48,10,0,0,33,https://github.com/tristandeleu/pytorch-meta.git
2.1,556,0,1.0,9,0.0,399,31,5,6804,1408,283,453,0.0,1329,10,9353,81,0,0,5.0,0.5,52.1,3,5.0,1518,21,399,4,76,280590,1.0,0,10166,0,98,0,50,7157,6804,0,21764,0.0,389,3,0,14.4,4,58,0,31,70,288,0,0,52,https://github.com/tslearn-team/tslearn.git
12.0,434,0,1.0,10,0.0,595,37,1,5495,1189,402,1993,0.0,2928,2,9941,8,0,0,3.0,1.0,30.9,1,5.0,1249,91,595,0,155,298230,1.0,0,4438,0,72,0,56,5819,5495,0,16578,0.0,593,1,0,16.5,7,64,0,40,150,403,0,0,61,https://github.com/uber/causalml.git
3.9,5649,0,1.0,60,0.0,1337,306,296,46941,11824,215,5362,0.0,8720,63,96085,337,0,0,5.0,0.3,17.4,60,5.0,9862,295,1337,12,508,2882550,1.0,0,20203,0,651,0,1114,48664,46941,0,138744,0.0,1274,60,0,18.2,10,95,7,315,468,498,0,0,51,https://github.com/uber/ludwig.git
14.8,509,5,1.0,69,0.0,128,55,1,11032,2286,21,3872,0.0,1037,10,16232,58,0,0,3.0,0.2,26.0,71,5.0,3028,258,128,0,51,486960,4.0,0,5702,0,201,0,92,11316,11032,0,26226,0.0,117,71,1,11.4,2,22,4,56,43,18,1,0,16,https://github.com/UKPLab/sentence-transformers.git
